sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
clust_rep_seq_VcaM4I_522	VcaM4I	VcaM4I	Defense	GCF_059427945.1|NZ_CM182084.1|NZ_CM182084.1_1764	GCF_059427945.1|NZ_CM182084.1|NZ_CM182084.1_1764	GCF_059427945.1|NZ_CM182084.1|NZ_CM182084.1_1764	1	VcaM4I__VcaM4I
clust_rep_seq_Aristaios_58	Aristaios	Aristaios	Defense	GCF_059772125.1|NZ_CM186276.1|NZ_CM186276.1_864	GCF_059772125.1|NZ_CM186276.1|NZ_CM186276.1_864	GCF_059772125.1|NZ_CM186276.1|NZ_CM186276.1_864	1	Aristaios__Aristaios
clust_rep_seq_Rugutis_411	Rugutis	Rugutis	Defense	GCF_059941605.1|NZ_CM188127.1|NZ_CM188127.1_2198	GCF_059941605.1|NZ_CM188127.1|NZ_CM188127.1_2198	GCF_059941605.1|NZ_CM188127.1|NZ_CM188127.1_2198	1	Rugutis__Rugutis
clust_rep_seq_Shedu_443	Shedu	Shedu	Defense	GCF_011801435.1|NZ_CP042449.1|NZ_CP042449.1_1360	GCF_011801435.1|NZ_CP042449.1|NZ_CP042449.1_1360	GCF_011801435.1|NZ_CP042449.1|NZ_CP042449.1_1360	1	Shedu__SduA
clust_rep_seq_Lugos_300	Lugos	Lugos	Defense	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_309	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_309	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_309	1	Lugos__Lugos
clust_rep_seq_PD-T7-5_369	PD-T7-5	PD-T7-5	Defense	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_336	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_336	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_336	1	PD-T7-5__PD-T7-5
clust_rep_seq_VP1817_491	VP1817	VP1817	Defense	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_344	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_344	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_344	1	VP1817__VP1817
clust_rep_seq_Dag_223	Dag	Dag	Defense	GCF_000196095.1|NC_004603.1|NC_004603.1_1701	GCF_000196095.1|NC_004603.1|NC_004603.1_1701	GCF_000196095.1|NC_004603.1|NC_004603.1_1701	1	Dag__Dag2_VP1796
clust_rep_seq_SEFIR_423	SEFIR	SEFIR	Defense	GCF_002204915.1|NZ_CP016321.1|NZ_CP016321.1_1518	GCF_002204915.1|NZ_CP016321.1|NZ_CP016321.1_1518	GCF_002204915.1|NZ_CP016321.1|NZ_CP016321.1_1518	1	SEFIR__bSEFIR
clust_rep_seq_Lugos_301	Lugos	Lugos	Defense	GCF_002204915.1|NZ_CP016321.1|NZ_CP016321.1_1522	GCF_002204915.1|NZ_CP016321.1|NZ_CP016321.1_1522	GCF_002204915.1|NZ_CP016321.1|NZ_CP016321.1_1522	1	Lugos__Lugos
clust_rep_seq_AbiH_21	AbiH	AbiH	Defense	GCF_002211985.1|NZ_CP022102.1|NZ_CP022102.1_363	GCF_002211985.1|NZ_CP022102.1|NZ_CP022102.1_363	GCF_002211985.1|NZ_CP022102.1|NZ_CP022102.1_363	1	AbiH__AbiH
clust_rep_seq_Dag_224	Dag	Dag	Defense	GCF_002211985.1|NZ_CP022102.1|NZ_CP022102.1_479	GCF_002211985.1|NZ_CP022102.1|NZ_CP022102.1_479	GCF_002211985.1|NZ_CP022102.1|NZ_CP022102.1_479	1	Dag__Dag5
clust_rep_seq_Aristaios_59	Aristaios	Aristaios	Defense	GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1812	GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1812	GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1812	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_60	Aristaios	Aristaios	Defense	GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1842	GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1842	GCF_003612695.1|NZ_CP023472.1|NZ_CP023472.1_1842	1	Aristaios__Aristaios
clust_rep_seq_Nantosuelta_320	Nantosuelta	Nantosuelta	Defense	GCF_009764025.1|NZ_CP046847.1|NZ_CP046847.1_480	GCF_009764025.1|NZ_CP046847.1|NZ_CP046847.1_480	GCF_009764025.1|NZ_CP046847.1|NZ_CP046847.1_480	1	Nantosuelta__VCA0322
clust_rep_seq_Sirona_464	Sirona	Sirona	Defense	GCF_009764055.1|NZ_CP046831.1|NZ_CP046831.1_1702	GCF_009764055.1|NZ_CP046831.1|NZ_CP046831.1_1702	GCF_009764055.1|NZ_CP046831.1|NZ_CP046831.1_1702	1	Sirona__VCA0356
clust_rep_seq_dCTPdeaminase_529	dCTPdeaminase	dCTPdeaminase	Defense	GCF_009883815.1|NZ_CP034285.1|NZ_CP034285.1_1213	GCF_009883815.1|NZ_CP034285.1|NZ_CP034285.1_1213	GCF_009883815.1|NZ_CP034285.1|NZ_CP034285.1_1213	1	dCTPdeaminase__dCTPdeaminase
clust_rep_seq_VP1839_502	VP1839	VP1839	Defense	GCF_021391375.1|NZ_CP090020.1|NZ_CP090020.1_356	GCF_021391375.1|NZ_CP090020.1|NZ_CP090020.1_356	GCF_021391375.1|NZ_CP090020.1|NZ_CP090020.1_356	1	VP1839__VP1839
clust_rep_seq_Aristaios_61	Aristaios	Aristaios	Defense	GCF_021432065.1|NZ_CP090365.1|NZ_CP090365.1_277	GCF_021432065.1|NZ_CP090365.1|NZ_CP090365.1_277	GCF_021432065.1|NZ_CP090365.1|NZ_CP090365.1_277	1	Aristaios__Aristaios
clust_rep_seq_Cernunnos_178	Cernunnos	Cernunnos	Defense	GCF_022453845.1|NZ_CP092682.1|NZ_CP092682.1_1282	GCF_022453845.1|NZ_CP092682.1|NZ_CP092682.1_1282	GCF_022453845.1|NZ_CP092682.1|NZ_CP092682.1_1282	1	Cernunnos__VCA0410
clust_rep_seq_Damona_242	Damona	Damona	Defense	GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1798	GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1798	GCF_026970915.1|NZ_CP114194.1|NZ_CP114194.1_1798	1	Damona__VCA0399
clust_rep_seq_FS_GIY_YIG_277	FS_GIY_YIG	FS_GIY_YIG	Defense	GCF_028743655.1|NZ_CP117989.1|NZ_CP117989.1_1182	GCF_028743655.1|NZ_CP117989.1|NZ_CP117989.1_1182	GCF_028743655.1|NZ_CP117989.1|NZ_CP117989.1_1182	1	FS_GIY_YIG__GIY_YIG
clust_rep_seq_Aristaios_62	Aristaios	Aristaios	Defense	GCF_028898625.1|NZ_CP118577.1|NZ_CP118577.1_673	GCF_028898625.1|NZ_CP118577.1|NZ_CP118577.1_673	GCF_028898625.1|NZ_CP118577.1|NZ_CP118577.1_673	1	Aristaios__Aristaios
clust_rep_seq_Septu_435	Septu	Septu	Defense	GCF_039542195.1|NZ_CP154264.1|NZ_CP154264.1_1917	GCF_039542195.1|NZ_CP154264.1|NZ_CP154264.1_1918	GCF_039542195.1|NZ_CP154264.1|NZ_CP154264.1_1917,GCF_039542195.1|NZ_CP154264.1|NZ_CP154264.1_1918	2	Septu__PtuA,Septu__PtuB
clust_rep_seq_Resolvase_DUF5677_389	Resolvase_DUF5677	Resolvase_DUF5677	Defense	GCF_041734175.1|NZ_CP168658.1|NZ_CP168658.1_941	GCF_041734175.1|NZ_CP168658.1|NZ_CP168658.1_941	GCF_041734175.1|NZ_CP168658.1|NZ_CP168658.1_941	1	Resolvase_DUF5677__Resolvase_DUF5677
clust_rep_seq_Rugutis_412	Rugutis	Rugutis	Defense	GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_984	GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_984	GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_984	1	Rugutis__Rugutis
clust_rep_seq_AbiAlpha_4	AbiAlpha	AbiAlpha	Defense	GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1035	GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1035	GCF_053220535.1|NZ_CM129944.1|NZ_CM129944.1_1035	1	AbiAlpha__AbiAlpha
clust_rep_seq_Aristaios_63	Aristaios	Aristaios	Defense	GCF_054512795.1|NZ_JBTNLO010000004.1|NZ_JBTNLO010000004.1_45	GCF_054512795.1|NZ_JBTNLO010000004.1|NZ_JBTNLO010000004.1_45	GCF_054512795.1|NZ_JBTNLO010000004.1|NZ_JBTNLO010000004.1_45	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_64	Aristaios	Aristaios	Defense	GCF_059552575.1|NZ_CM183915.1|NZ_CM183915.1_1910	GCF_059552575.1|NZ_CM183915.1|NZ_CM183915.1_1910	GCF_059552575.1|NZ_CM183915.1|NZ_CM183915.1_1910	1	Aristaios__Aristaios
clust_rep_seq_Aristaios_65	Aristaios	Aristaios	Defense	GCF_059641075.1|NZ_CM184931.1|NZ_CM184931.1_2240	GCF_059641075.1|NZ_CM184931.1|NZ_CM184931.1_2240	GCF_059641075.1|NZ_CM184931.1|NZ_CM184931.1_2240	1	Aristaios__Aristaios
clust_rep_seq_Thoeris_X_480	Thoeris	Thoeris_X	Defense	GCF_059772125.1|NZ_CM186276.1|NZ_CM186276.1_934	GCF_059772125.1|NZ_CM186276.1|NZ_CM186276.1_935	GCF_059772125.1|NZ_CM186276.1|NZ_CM186276.1_934,GCF_059772125.1|NZ_CM186276.1|NZ_CM186276.1_935	2	Thoeris__ThsB_3,Thoeris__ThsK_Ion_channel
clust_rep_seq_RAZR_383	RAZR	RAZR	Defense	GCF_009938185.1|NZ_AP019652.1|NZ_AP019652.1_817	GCF_009938185.1|NZ_AP019652.1|NZ_AP019652.1_817	GCF_009938185.1|NZ_AP019652.1|NZ_AP019652.1_817	1	PD-T7-4__PD-T7-4
clust_rep_seq_DRT8_188	DRT	DRT8	Defense	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_562	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_562	GCF_013357725.1|NZ_CP053805.1|NZ_CP053805.1_562	1	DRT8__DRT8a
clust_rep_seq_Thoeris_X_481	Thoeris	Thoeris_X	Defense	GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_266	GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_267	GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_266,GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_267	2	Thoeris__ThsB_3,Thoeris__ThsK_Ion_channel
clust_rep_seq_AbiH_22	AbiH	AbiH	Defense	GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_412	GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_412	GCF_013357745.1|NZ_CP053807.1|NZ_CP053807.1_412	1	AbiH__AbiH
clust_rep_seq_mEp332_T2SS_GspM_541	mEp332_T2SS_GspM	mEp332_T2SS_GspM	Defense	GCF_013357825.1|NZ_CP053823.1|NZ_CP053823.1_464	GCF_013357825.1|NZ_CP053823.1|NZ_CP053823.1_464	GCF_013357825.1|NZ_CP053823.1|NZ_CP053823.1_464	1	mEp332_T2SS_GspM__T2SS_GspM
clust_rep_seq_Lugos_302	Lugos	Lugos	Defense	GCF_013357825.1|NZ_CP053823.1|NZ_CP053823.1_486	GCF_013357825.1|NZ_CP053823.1|NZ_CP053823.1_486	GCF_013357825.1|NZ_CP053823.1|NZ_CP053823.1_486	1	Lugos__Lugos
clust_rep_seq_Aristaios_66	Aristaios	Aristaios	Defense	GCF_018140575.1|NZ_CP073274.1|NZ_CP073274.1_1229	GCF_018140575.1|NZ_CP073274.1|NZ_CP073274.1_1229	GCF_018140575.1|NZ_CP073274.1|NZ_CP073274.1_1229	1	Aristaios__Aristaios
clust_rep_seq_Sirona_465	Sirona	Sirona	Defense	GCF_018336415.1|NZ_CP047306.1|NZ_CP047306.1_313	GCF_018336415.1|NZ_CP047306.1|NZ_CP047306.1_313	GCF_018336415.1|NZ_CP047306.1|NZ_CP047306.1_313	1	Sirona__VCA0356
clust_rep_seq_Shedu_444	Shedu	Shedu	Defense	GCF_019458465.1|NZ_CP080463.1|NZ_CP080463.1_191	GCF_019458465.1|NZ_CP080463.1|NZ_CP080463.1_191	GCF_019458465.1|NZ_CP080463.1|NZ_CP080463.1_191	1	Shedu__SduA
clust_rep_seq_DS-45_217	DS-45	DS-45	Defense	GCF_019458465.1|NZ_CP080463.1|NZ_CP080463.1_199	GCF_019458465.1|NZ_CP080463.1|NZ_CP080463.1_199	GCF_019458465.1|NZ_CP080463.1|NZ_CP080463.1_199	1	DS-45__DS-45
clust_rep_seq_FS_GIY_YIG_278	FS_GIY_YIG	FS_GIY_YIG	Defense	GCF_020717785.1|NZ_CP085843.1|NZ_CP085843.1_1642	GCF_020717785.1|NZ_CP085843.1|NZ_CP085843.1_1642	GCF_020717785.1|NZ_CP085843.1|NZ_CP085843.1_1642	1	FS_GIY_YIG__GIY_YIG
clust_rep_seq_DS-20_198	DS-20	DS-20	Defense	GCF_025258925.1|NZ_CP104355.1|NZ_CP104355.1_525	GCF_025258925.1|NZ_CP104355.1|NZ_CP104355.1_525	GCF_025258925.1|NZ_CP104355.1|NZ_CP104355.1_525	1	DS-20__DS-20
clust_rep_seq_Septu_436	Septu	Septu	Defense	GCF_025258925.1|NZ_CP104355.1|NZ_CP104355.1_534	GCF_025258925.1|NZ_CP104355.1|NZ_CP104355.1_535	GCF_025258925.1|NZ_CP104355.1|NZ_CP104355.1_534,GCF_025258925.1|NZ_CP104355.1|NZ_CP104355.1_535	2	Septu__PtuA,Septu__PtuB
clust_rep_seq_Aristaios_67	Aristaios	Aristaios	Defense	GCF_030718785.1|NZ_CP132189.1|NZ_CP132189.1_452	GCF_030718785.1|NZ_CP132189.1|NZ_CP132189.1_452	GCF_030718785.1|NZ_CP132189.1|NZ_CP132189.1_452	1	Aristaios__Aristaios
clust_rep_seq_DS-40_214	DS-40	DS-40	Defense	GCF_030994225.1|NZ_CP099928.1|NZ_CP099928.1_1156	GCF_030994225.1|NZ_CP099928.1|NZ_CP099928.1_1156	GCF_030994225.1|NZ_CP099928.1|NZ_CP099928.1_1156	1	DS-40__DS-40
clust_rep_seq_DS-18_195	DS-18	DS-18	Defense	GCF_048284855.2|NZ_CP192285.1|NZ_CP192285.1_1859	GCF_048284855.2|NZ_CP192285.1|NZ_CP192285.1_1859	GCF_048284855.2|NZ_CP192285.1|NZ_CP192285.1_1859	1	DS-18__DS-18
clust_rep_seq_CBASS_I_TM_168	CBASS	CBASS_I_TM	Defense	GCF_048284885.2|NZ_CP192147.1|NZ_CP192147.1_1209	GCF_048284885.2|NZ_CP192147.1|NZ_CP192147.1_1210	GCF_048284885.2|NZ_CP192147.1|NZ_CP192147.1_1209,GCF_048284885.2|NZ_CP192147.1|NZ_CP192147.1_1210	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
clust_rep_seq_DS-35_209	DS-35	DS-35	Defense	GCF_049315005.1|NZ_CP186026.1|NZ_CP186026.1_671	GCF_049315005.1|NZ_CP186026.1|NZ_CP186026.1_671	GCF_049315005.1|NZ_CP186026.1|NZ_CP186026.1_671	1	DS-35__DS-35
clust_rep_seq_Retron_I_C_397	Retron	Retron_I_C	Defense	GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1232	1	Retron_I_C__RT_1_C1
clust_rep_seq_Rst_DUF4238_404	Rst_DUF4238	Rst_DUF4238	Defense	GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1253	GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1253	GCF_049816175.1|NZ_CP187434.1|NZ_CP187434.1_1253	1	Rst_DUF4238__DUF4238_Pers
clust_rep_seq_Other_Type_IV_331	Other_Type_IV	Other_Type_IV	Defense	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1784	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1784	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1784	1	RM_Type_IV__Type_IV_05
clust_rep_seq_Dag_225	Dag	Dag	Defense	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1805	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1805	GCF_052076115.1|NZ_CP197263.1|NZ_CP197263.1_1805	1	Dag__Dag3
clust_rep_seq_PARIS_I_343	Paris	PARIS_I	Defense	GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_474	GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_475	GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_474,GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_475	2	Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I
clust_rep_seq_AbiD_17	AbiD	AbiD	Defense	GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_484	GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_484	GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_484	1	AbiD__AbiD
clust_rep_seq_Dag_226	Dag	Dag	Defense	GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_518	GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_518	GCF_900185995.1|NZ_LT897798.1|NZ_LT897798.1_518	1	Dag__Dag15
clust_rep_seq_FS_GIY_YIG_279	FS_GIY_YIG	FS_GIY_YIG	Defense	GCF_001758605.1|NZ_CP012950.1|NZ_CP012950.1_1271	GCF_001758605.1|NZ_CP012950.1|NZ_CP012950.1_1271	GCF_001758605.1|NZ_CP012950.1|NZ_CP012950.1_1271	1	FS_GIY_YIG__GIY_YIG
clust_rep_seq_AbiV_39	AbiV	AbiV	Defense	GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1097	GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1097	GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1097	1	AbiV__AbiV
clust_rep_seq_AbiAlpha_5	AbiAlpha	AbiAlpha	Defense	GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1110	GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1110	GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1110	1	AbiAlpha__AbiAlpha
clust_rep_seq_Aristaios_68	Aristaios	Aristaios	Defense	GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1128	GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1128	GCF_019670485.1|NZ_AP024165.1|NZ_AP024165.1_1128	1	Aristaios__Aristaios
clust_rep_seq_VcaM4I_523	VcaM4I	VcaM4I	Defense	GCF_021397735.1|NZ_CP090179.1|NZ_CP090179.1_475	GCF_021397735.1|NZ_CP090179.1|NZ_CP090179.1_475	GCF_021397735.1|NZ_CP090179.1|NZ_CP090179.1_475	1	VcaM4I__VcaM4I
clust_rep_seq_BstA_165	BstA	BstA	Defense	GCF_021397735.1|NZ_CP090179.1|NZ_CP090179.1_491	GCF_021397735.1|NZ_CP090179.1|NZ_CP090179.1_491	GCF_021397735.1|NZ_CP090179.1|NZ_CP090179.1_491	1	BstA__BstA
clust_rep_seq_DS-45_218	DS-45	DS-45	Defense	GCF_021730085.1|NZ_CP068641.1|NZ_CP068641.1_1460	GCF_021730085.1|NZ_CP068641.1|NZ_CP068641.1_1460	GCF_021730085.1|NZ_CP068641.1|NZ_CP068641.1_1460	1	DS-45__DS-45
clust_rep_seq_AbiJ_29	AbiJ	AbiJ	Defense	GCF_022343085.1|NZ_CP082303.1|NZ_CP082303.1_1750	GCF_022343085.1|NZ_CP082303.1|NZ_CP082303.1_1750	GCF_022343085.1|NZ_CP082303.1|NZ_CP082303.1_1750	1	AbiJ__AbiJ
clust_rep_seq_VP1826_499	VP1826	VP1826	Defense	GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_396	GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_396	GCF_009665475.1|NZ_CP035731.1|NZ_CP035731.1_396	1	VP1826__VP1826
clust_rep_seq_Damona_243	Damona	Damona	Defense	GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2069	GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2069	GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2069	1	Damona__VCA0399
clust_rep_seq_Toutatis_483	Toutatis	Toutatis	Defense	GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2070	GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2070	GCF_009763625.1|NZ_CP046787.1|NZ_CP046787.1_2070	1	Toutatis__TutB_VCA0447
clust_rep_seq_Aristaios_69	Aristaios	Aristaios	Defense	GCF_029958905.1|NZ_CP124613.1|NZ_CP124613.1_865	GCF_029958905.1|NZ_CP124613.1|NZ_CP124613.1_865	GCF_029958905.1|NZ_CP124613.1|NZ_CP124613.1_865	1	Aristaios__Aristaios
clust_rep_seq_Septu_437	Septu	Septu	Defense	GCF_030238725.2|NZ_CP160382.1|NZ_CP160382.1_1782	GCF_030238725.2|NZ_CP160382.1|NZ_CP160382.1_1783	GCF_030238725.2|NZ_CP160382.1|NZ_CP160382.1_1782,GCF_030238725.2|NZ_CP160382.1|NZ_CP160382.1_1783	2	Septu__PtuA,Septu__PtuB
clust_rep_seq_PD-T4-7_359	PD-T4-7	PD-T4-7	Defense	GCF_045348105.1|NZ_CP150831.1|NZ_CP150831.1_956	GCF_045348105.1|NZ_CP150831.1|NZ_CP150831.1_956	GCF_045348105.1|NZ_CP150831.1|NZ_CP150831.1_956	1	PD-T4-7__PD-T4-7
clust_rep_seq_Rugutis_413	Rugutis	Rugutis	Defense	GCF_056097205.1|NZ_CP184760.1|NZ_CP184760.1_1476	GCF_056097205.1|NZ_CP184760.1|NZ_CP184760.1_1476	GCF_056097205.1|NZ_CP184760.1|NZ_CP184760.1_1476	1	Rugutis__Rugutis
clust_rep_seq_Epona_264	Epona	Epona	Defense	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1206	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1206	GCF_056135565.1|NZ_CM148681.1|NZ_CM148681.1_1206	1	Epona__VCA0366
clust_rep_seq_Lit_298	Lit	Lit	Defense	GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_975	GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_975	GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_975	1	Lit__Lit
clust_rep_seq_Retron_IV_395	Retron	Retron_IV	Defense	GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1005	GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1006	GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1005,GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1006	2	Retron_IV__2TM,Retron__RT_Tot_8
clust_rep_seq_Aristaios_70	Aristaios	Aristaios	Defense	GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1044	GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1044	GCF_057368455.1|NZ_CM170641.1|NZ_CM170641.1_1044	1	Aristaios__Aristaios
clust_rep_seq_VP1848_513	VP1848	VP1848	Defense	GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1201	GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1201	GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1201	1	VP1848__VP1848
clust_rep_seq_Other_Type_IV_332	Other_Type_IV	Other_Type_IV	Defense	GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1234	GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1234	GCF_057396045.1|NZ_CM171552.1|NZ_CM171552.1_1234	1	RM_Type_IV__Type_IV_05
clust_rep_seq_Shedu_445	Shedu	Shedu	Defense	GCF_057418845.1|NZ_CP166928.1|NZ_CP166928.1_704	GCF_057418845.1|NZ_CP166928.1|NZ_CP166928.1_704	GCF_057418845.1|NZ_CP166928.1|NZ_CP166928.1_704	1	Shedu__SduA
clust_rep_seq_Aristaios_71	Aristaios	Aristaios	Defense	GCF_057439855.1|NZ_CM172000.1|NZ_CM172000.1_1903	GCF_057439855.1|NZ_CM172000.1|NZ_CM172000.1_1903	GCF_057439855.1|NZ_CM172000.1|NZ_CM172000.1_1903	1	Aristaios__Aristaios
clust_rep_seq_Septu_438	Septu	Septu	Defense	GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1366	GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1367	GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1366,GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1367	2	Septu__PtuA,Septu__PtuB
clust_rep_seq_Belisama_157	Belisama	Belisama	Defense	GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1372	GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1372	GCF_057439875.1|NZ_CM172002.1|NZ_CM172002.1_1372	1	Belisama__VCA0458
clust_rep_seq_SNIPE_429	SNIPE	SNIPE	Defense	GCF_057784735.1|NZ_CM173495.1|NZ_CM173495.1_688	GCF_057784735.1|NZ_CM173495.1|NZ_CM173495.1_688	GCF_057784735.1|NZ_CM173495.1|NZ_CM173495.1_688	1	PD-Lambda-1__PD-Lambda-1
clust_rep_seq_DARNA_183	DARNA	DARNA	Defense	GCF_057784735.1|NZ_CM173495.1|NZ_CM173495.1_689	GCF_057784735.1|NZ_CM173495.1|NZ_CM173495.1_689	GCF_057784735.1|NZ_CM173495.1|NZ_CM173495.1_689	1	PD-T7-3__PD-T7-3
clust_rep_seq_Cernunnos_179	Cernunnos	Cernunnos	Defense	GCF_057785915.1|NZ_CM173507.1|NZ_CM173507.1_1126	GCF_057785915.1|NZ_CM173507.1|NZ_CM173507.1_1126	GCF_057785915.1|NZ_CM173507.1|NZ_CM173507.1_1126	1	Cernunnos__VCA0410
clust_rep_seq_Other_Type_IV_333	Other_Type_IV	Other_Type_IV	Defense	GCF_057785955.1|NZ_CM173512.1|NZ_CM173512.1_13	GCF_057785955.1|NZ_CM173512.1|NZ_CM173512.1_13	GCF_057785955.1|NZ_CM173512.1|NZ_CM173512.1_13	1	RM_Type_IV__Type_IV_05
clust_rep_seq_PD-T7-1_366	PD-T7-1	PD-T7-1	Defense	GCF_057785975.1|NZ_CM173513.1|NZ_CM173513.1_1117	GCF_057785975.1|NZ_CM173513.1|NZ_CM173513.1_1117	GCF_057785975.1|NZ_CM173513.1|NZ_CM173513.1_1117	1	PD-T7-1__PD-T7-1
clust_rep_seq_Aristaios_72	Aristaios	Aristaios	Defense	GCF_057785975.1|NZ_CM173514.1|NZ_CM173514.1_982	GCF_057785975.1|NZ_CM173514.1|NZ_CM173514.1_982	GCF_057785975.1|NZ_CM173514.1|NZ_CM173514.1_982	1	Aristaios__Aristaios
clust_rep_seq_Lugos_303	Lugos	Lugos	Defense	GCF_057785995.1|NZ_CM173517.1|NZ_CM173517.1_1645	GCF_057785995.1|NZ_CM173517.1|NZ_CM173517.1_1645	GCF_057785995.1|NZ_CM173517.1|NZ_CM173517.1_1645	1	Lugos__Lugos
clust_rep_seq_Aristaios_73	Aristaios	Aristaios	Defense	GCF_001969325.1|NZ_CP019293.1|NZ_CP019293.1_1278	GCF_001969325.1|NZ_CP019293.1|NZ_CP019293.1_1278	GCF_001969325.1|NZ_CP019293.1|NZ_CP019293.1_1278	1	Aristaios__Aristaios
